ID,Language_ID,Headword,Part_Of_Speech,Entry_IDs,Gloss,MWE_Structure,Main_Entry,Morphology,Variant_Form
vataviri_mi,tio,vataviri mi,vt.constr,taviri,MULT-around with,vi - prep,,va-taviri mi,vataviri me
vatavusu,tio,vatavusu,vt,vaatavusu,CAUS-come.out,,,va-tavusu,vaatavusu; vatavus
vatee_1,tio,vatee,n2,vateen_1,,,,,
vatee_2,tio,vatee,vt,vateen_2,,,,,
vatee_paapao,tio,vatee paapao,vt.constr,maa_1 ; nasu,carry.in.a.backpack green,vt - n,,vatee paapao,
vatee_paapao_ki,tio,vatee paapao ki,vt.constr,mau ; vateen_2,carry.in.a.backpack green DAT,vt - n - prep,,vatee paapao ki,
vatee_sunaha,tio,vatee sunaha,n2.constr,vateen_1,backpack banana.sucker,n - n,,vatee sunaha,
vateen_1,tio,vateen,n2,kobuu_2 ; urisi_2 ; vakebin ; varoto,,,,,
vateen_2,tio,vateen,vi/vt,varoto ; vatee_2 ; vateen_1,,,,,
vateen_a_vateen,tio,vateen a vateen,vt.constr,vateen_1 ; vateen_2,carry.a.backpack ART2.SG backpack,vt - NP,,vateen a vateen,
vateen_ni,tio,vateen ni,vt.constr,kara_urisi ; vateen_2,carry.backpack APPL,vt - appl,,vateen ni,
vateen_tagihu,tio,vateen tagihu,vt.constr,,carry.in.a.backpack go.into. the.jungle,vt - vi,,vateen tagihu,
vateen_voosu,tio,vateen voosu,vt.constr,,carry.in.a.bakcpack go.home,vt - vi,,vateen voosu,
vateretereree,tio,vateretereree,adv,nasi ; rahi_vateretereree_ni,ADVR-RED-hover,,,va-tere-tereree,
vatete,tio,vatete,vt,vatevatete,,,,,
vatete_hopo,tio,vatete hopo,vt.constr,vatete,run.after enter,vt - vi,,vatete hopo,
vatete_hovo,tio,vatete hovo,vt.constr,varigomo,chase go.into,vt - vi,,vatete hovo,
vatetekoio,tio,vatetekoio,n3,,,,,,
vatevateen_1,tio,vatevateen,n2,vateen_1,RED-backpack,,,vate-vateen,
vatevateen_2,tio,vatevateen,vt,vateen_1,RED-backpack,,,vate-vateen,
vatevatete,tio,vatevatete,vt,seige ; vatete,RED-chase,,,vate-vatete,
vatoiasi,tio,vatoiasi,n2,tanakave,,,,,
vatokono,tio,vatokono,vi,,,,,,
vatokono_ni,tio,vatokono ni,vt.constr,isuku_moo-,bend APPL,vi - appl,,vatokono ni,
vatokoo,tio,vatokoo,n2,tapirikoahi,,,,,
vatokoro,tio,vatokoro,vi,,,,,,
vatoku,tio,vatoku,adv,toku,ADVR-not.know,,,va-toku,
vatokutoku,tio,vatokutoku,vi,toku,MULT-RED-not.know,,,va.toku-toku,
vatokutoku_ni,tio,vatokutoku ni,vt.constr,toku,MULT-RED-not.know APPL,vi - appl,,va-toku-toku ni,
vatomanin,tio,vatomanin,vt,pasu_1 ; veo_goroto,ADVR-tight,,,va-tomanin,
vatomtomon,tio,vatomtomon,adv,marirari ; vuvuatovo,ADVR-orange,,,va-tomtomon,
vatopo,tio,vatopo,vi,topo,MULT-stick,,,va-topo,
vatotobin,tio,vatotobin,adv,moroko_vatotobin ; totobin ; vageegeno,ADVR-straight,,,va-totobin,
vatotoena_1,tio,vatotoena,vt,totoena,MULT-share,,,va-totoena,
vatotoena_2,tio,vatotoena,adj,,MULT-share,,,va-totoena,
vatotoena_ni,tio,vatotoena ni,vt.constr,,MULT-share APPL,vt - appl,,va-totoena ni,
vatotoka_voosu,tio,vatotoka voosu,vt.constr,,CAUS RED-perch go.home,vt - vi,,va-to-toka voosu,
vatotomo,tio,vatotomo,vt,,,,,,
vatototo,tio,vatototo,vi,,,,,,
vatovuhu,tio,vatovuhu,vt,tovuhu_1,CAUS-cold,,,va-tovuhu,
vaununmana,tio,vaununmana,n2,,,,,,
vaupee,tio,vaupee,vi,upee_2,?-boys'.initiation,,,va-upee,vaaupee
vaupeupehe_1,tio,vaupeupehe,vt,upehe,MULT-RED-think,,,va-upe-upehe,
vaupeupehe_2,tio,vaupeupehe,n3,upehe,MULT-RED-think,,,va-upe-upehe,
vaupeupehe_ni,tio,vaupeupehe ni,vt.constr,upehe,MULT-RED-think APPL,vi - appl,,va-upe-upehe ni,
vaupuupu,tio,vaupuupu,vi,upu,MULT-RED-come.for.something,,,va-upu-upu,
vauruuru,tio,vauruuru,adv,uru,ADVR-RED-sentimental,,,va-uru-uru,
vauruuru_vatatana,tio,vauruuru vatatana,vi.constr,uru,MULT-RED-sentimental each.other,vi - adv,,va-uru-uru vatatana,
vauvuuvu,tio,vauvuuvu,vt/vd,uvu,CAUS-RED-wear,,,va-uvu-uvu,
vavaaenasun,tio,vavaaenasun,vt,enasun ; enasun_ni ; piroo,RED-CAUS-head.rest,,,va-vaa-enasun,
vavaagono,tio,vavaagono,vd,,RED-CAUS-get,,,va-vaa-gono,
vavaagoroho,tio,vavaagoroho,n3,takinima_1 ; vavaasun_2,RED-CAUS-sleep,,,va-vaa-goroho,
vavaagum,tio,vavaagum,vi,vaagum_2,MULT-meet,,,va-vaagum,
vavaagunaha,tio,vavaagunaha,vt,ato_vamasuu_ni ; roravita ; too_horohoro ; vaahae,RED-CAUS-go.down,,,va-vaa-gunaha,
vavaahae,tio,vavaahae,vt,hae_1 ; vaahae,RED-CAUS-board,,,va-vaa-hae,
vavaahagi,tio,vavaahagi,vt,vaahagi,MULT-CAUS-dance,,,va-vaa-hagi,
vavaahana,tio,vavaahana,vt,hana,RED-CAUS-hang,,,va-vaa-hana,
vavaahiipi,tio,vavaahiipi,vi,vaahiipi,MULT-hunt.pigs,,,va-vaahiipi,vavaahipi
vavaahipi,tio,vavaahipi,vi,vaahiipi,MULT-hunt.pigs,,,va-vaahipi,
vavaahiroo,tio,vavaahiroo,vt,hiroo_2,RED-CAUS-soup,,,va-vaa-hiroo,
vavaahisi,tio,vavaahisi,adj,,,,,,
vavaahuhu,tio,vavaahuhu,vt,,RED-CAUS-suckle,,,va-vaa-huhu,
vavaaiku_1,tio,vavaaiku,vi,iku ; vabunobuno,RED-CAUS-swing,,iku,va-vaa-iku,
vavaaiku_2,tio,vavaaiku,n2,iri ; kanono ; vabunobuno ; vabunobuno_ni,RED-CAUS-swing,,,va-vaa-iku,
vavaaiku_ni,tio,vavaaiku ni,vt.constr,putaa,RED-CAUS-swing.to.and.fro APPL,vi - appl,,va-vaa-iku ni,
vavaakamisi,tio,vavaakamisi,vi,kamisi_1,RED-CAUS-sick,,,va-vaa-kamisi,
vavaakasi,tio,vavaakasi,vi,vaakasi_1,MULT-flash,,,va-vaakasi,vavaakas
vavaakavara,tio,vavaakavara,vt,kavara_1,RED-CAUS-finish,,,va-vaa-kavara,
vavaakirii,tio,vavaakirii,vi,igoro,,,,,
vavaakiu,tio,vavaakiu,vt,kiu_1,RED-CAUS-work,,,va-vaa-kiu,
vavaakopo_1,tio,vavaakopo,vt,kopo_1 ; vaakopo_1,RED-CAUS-cover,,,va-vaa-kopo,
vavaakopo_2,tio,vavaakopo,n3,mamana_1 ; sunuu_3,,,,,
vavaakopo_3,tio,vavaakopo,n3,vabaobao,,,,,
vavaakoto,tio,vavaakoto,vd,koto,RED-CAUS-bite,,,va-vaa-koto,
vavaakuu,tio,vavaakuu,vi,,RED-CAUS-fall?,,,va-vaa-kuu,
vavaamaagee,tio,vavaamaagee,vi,maagee,RED-MULT-friend,,maagee,va-vaa-maagee,
vavaamanae,tio,vavaamanae,adj,manae_1,RED- CAUS-young,,,va-vaa-manae,
vavaanaovo,tio,vavaanaovo,vt,naovo ; vavaanaovo,RED-CAUS-fly,,,va-vaa-naovo,
vavaanaovo_suku,tio,vavaanaovo suku,vd.constr,iravata ; naovo ; vaanaovo ; vavaatoa_1,RED-CAUS-fly because.of,vt - prep,,va-vaa-naovo suku,
vavaantee,tio,vavaantee,vi,antee_2,RED-CAUS-enough,,,va-vaa-antee,
vavaantee_ki,tio,vavaantee ki,vd.constr,antee_1,RED-CAUS-enough,vt - prep,,va-vaa-antee,
vavaantee_ni,tio,vavaantee ni,vt.constr,antee_1,RED-CAUS-enough APPL,vi - appl,,va-vaa-antee ni,
vavaapaana,tio,vavaapaana,vt,paana_1,RED-LNK-underneath-DEREL,,,va-vaa-paa-na,
vavaapeo,tio,vavaapeo,adj,baitono_vamataa,RED-make.noise,,,va-vaapeo,
vavaaporo,tio,vavaaporo,vi/vt,poro ; vaaporo_1,RED-CAUS-explode,,,va-vaa-poro,
vavaareasi,tio,vavaareasi,vt,reasi,RED-CAUS-dislike,,,va-vaa-reasi,
vavaaree,tio,vavaaree,n2,toopeipei,RED-inform,,,va-vaaree,
vavaarihi,tio,vavaarihi,n3,vaatobina,,,,,
vavaasikuuru,tio,vavaasikuuru,vi/vt,sikuuru_2,RED-CAUS-learn,,,va-vaa-sikuuru,
vavaasipoana,tio,vavaasipoana,vi,vaasipoana_1,MULT-bless,,,va-vaasipoana,
vavaaskul,tio,vavaaskul,vt,skul_2,RED-CAUS-school,,,va-vaa-skul,
vavaasuasun,tio,vavaasuasun,n2,asun,RED-MULT-RED-kill,,,va-va-asu-asun,
vavaasuku,tio,vavaasuku,vi,vaasuku,RED-fall.in.love,,,va-vaasuku,
vavaasun_1,tio,vavaasun,vt,seige ; vaasun_1,RED-CAUS-stand,,,va-vaa-sun,
vavaasun_2,tio,vavaasun,n3,takinima_1 ; vavaagoroho,RED-CAUS-stand,,,va-vaa-sun,
vavaasun_kave,tio,vavaasun kave,vt.constr,vaasun_1,RED-CAUS-stand net,vt - n,,va-vaa-sun kave,
vavaasun_pina,tio,vavaasun pina,vt.constr,vaasun_pina,RED-CAUS-blocking,vt - adv,,va-vaa-sun pina,
vavaasun_taviri,tio,vavaasun taviri,vd.constr,taviri,RED-CAUS-stand go.around.something,vt - vt,,va-vaa-sun taviri,
vavaasupe,tio,vavaasupe,vi,supe,RED-?-hopp,,,va-vaa-supe,
vavaasusu_ni,tio,vavaasusu ni,vt.constr,vaasusu ; vaasusu_ni_1 ; vaasusu_ni_2,MULT-teach APPL,vi - appl,,va-vaasusu ni,
vavaasuu,tio,vavaasuu,vt,vaasuu,RED-trap,,,va-vaasuu,
vavaataga_hiava,tio,vavaataga hiava,vt.constr,vaataga,RED-lay go.up,vt - vi,,va-vaataga hiava,
vavaatavusu,tio,vavaatavusu,vt,vaatavusu ; vatavusu,MULT-CAUS-go.out,,,va-vaa-tavusu,vavaatavus
vavaatei,tio,vavaatei,vt,tei ; vaatei ; vavaatii,RED-CAUS-be.there,,,va-vaa-tei,vavaatii
vavaatii,tio,vavaatii,vt,hum_vavaatii_nahu ; vaatii,RED-CAUS-be.there,,,va-vaa-tii,vavaatei
vavaatoa_1,tio,vavaatoa,n2,matanima,,,,,
vavaatoa_2,tio,vavaatoa,vi,tereree,,,,,
vavaatopo,tio,vavaatopo,vt,,RED-CAUS-stick,,,va-vaa-topo,
vavaaubi,tio,vavaaubi,n2,ubi,RED-?-collect.firewood,,,va-vaa-ubi,
vavaavihi,tio,vavaavihi,vi,vaavihi_1,RED-travel,,,va-vaavihi,
vavaavihi_binubinu,tio,vavaavihi binubinu,vi.constr,mahaa,MULT-travel everywere,vi - adv,,va-vaavihi binuinu,
vavaaviru,tio,vavaaviru,n2,beana_1 ; kakareebasu,,,,,
vavaavon_ni,tio,vavaavon ni,vt.constr,kakauraa ; vaavon_ni ; von_1,RED-CAUS-buy APPL,vt - appl,,va-vaa-von ni,
vavaavuriha,tio,vavaavuriha,vi,heehena ; kaakoo ; vaavuriha_2,RED-breathe,,,va-vaavuriha,
vavadadao,tio,vavadadao,vt,vadadao,RED-MULT-RED-call,,dao,va-va-da-dao,
vavaeana,tio,vavaeana,n2,vasuvasuana,,,,,
vavahara,tio,vavahara,adj,vahara_2,RED-little,,,va-vahara,
vavahio,tio,vavahio,vi,vahio_2,MULT-marry,,,va-vahio,
vavahutate,tio,vavahutate,vi,vahutate_1,MULT-talk,,,va-vahutate,
vavanavana,tio,vavanavana,vi,vana_1,MULT-RED-shoot,,,va-vana-vana,
vavanoasi_1,tio,vavanoasi,vt,,MULT-CAUS-relative,,noasi,va-va-noasi,
vavanoasi_2,tio,vavanoasi,n3,,MULT-CAUS-relative,,noasi,va-va-noasi,
vavaobete,tio,vavaobete,vt,,RED-CAUS-lie,,,vavaobete,
vavarahana,tio,vavarahana,vi,vabeera,,,,,
vavaravihi_1,tio,vavaravihi,vi/vt,,RED-hide,,,va-varavihi,
vavaravihi_2,tio,vavaravihi,adv,varavihi_2,ADVR-hidden,,,va-varavihi,
vavarevaren,tio,vavarevaren,adv,varevaren_1,ADVR-promiscuous,,,va-varevaren,
vavaroava,tio,vavaroava,vt,kiinia,RED-CAUS-sun,,,va-va-roava,
vavasisio_ni,tio,vavasisio ni,vt.constr,vasisio_2,MULT-respect APPL,adj - appl,,va-vasisio ni,
vavatataonun,tio,vavatataonun,vi,taonun,RED-MULT-RED-get.together,,,va-va-ta-taonun,
vavataviri,tio,vavataviri,vi,taviri ; toa,RED-MULT-go.around,,,va-va-taviri,
vavehuvehu,tio,vavehuvehu,vi,kaakau_1,MULT-RED-grow.branches,,,va-vehu-vehu,
vavenevene,tio,vavenevene,adv,venevene,ADVR-weak,,,va-venevene,
vavenu,tio,vavenu,vi,kuruu,,,,,vaven
vaverevere,tio,vaverevere,vi,,,,,,
vavereverete_ni,tio,vavereverete ni,vt.constr,,MULT-RED-turn.over APPL,vt - appl,,va-vere-verete ni,
vaveveesi,tio,vaveveesi,vi,veesi,MULT-RED-peep,,,va-ve-veesi,
vavigisi,tio,vavigisi,adv,vigisi,ADVR-late,,,va-vigisi,
vavihoka,tio,vavihoka,vi,,,,,,
vavikiviki,tio,vavikiviki,vi,viki,MULT-RED-shake,,,va-viki-viki,
vavina,tio,vavina,n1/n2,keara,,,,,
vavinana,tio,vavinana,n2,,sibling.of.opposite.sex=DEREL,,,vavina=na,
vavinanaa,tio,vavinanaa,n1,keara ; vavina,sibling.of.opposite.sex-1SG.PRON,,,vavina-naa,
vaviravira,tio,vaviravira,vi,vira_2,MULT-RED-heap.up,,,va-vira-vira,
vavisovisoasi,tio,vavisovisoasi,adv,visoasi_1,ADVR-RED-young.man,,,va-viso-visoasi,
vavonvon_1,tio,vavonvon,vt,von_1,MULT-RED-buy,,,va-von-von,
vavonvon_2,tio,vavonvon,n2,von_1,MULT-RED-pay,,,va-von-von,
vavovohu,tio,vavovohu,vi/vt/vd,vohu,CAUS-RED-wear.belt,,,va-vo-vohu,
vavuhu,tio,vavuhu,adv,ona_2 ; vuhu,ADVR-dig.into.the.ground,,,va-vuhu,
vavuhuvuhu,tio,vavuhuvuhu,vi,daavoe ; vuhu,"MULT-RED-dig.oneself.into.the,ground",,,va-vuhu-vuhu,
vavunavuna,tio,vavunavuna,vi,mosono,MULT-RED-?,,,va-vuna-vuna,
vavura,tio,vavura,adv,maoboto ; roromaio,,,,,
vavuravurahe,tio,vavuravurahe,vi,vurahe,MULT-RED-find,,,va-vura-vurahe,
vavuriha,tio,vavuriha,vi,heehena ; tavusu_kahi,,,,,vaavuriha
vavurun,tio,vavurun,vi,vavuruvurun,MULT-?,,,va-vurun,
vavuruvurun,tio,vavuruvurun,vi,vavurun,MULT-RED-?,,,va-vuru-vurun,
vavuvua,tio,vavuvua,vi,karuu_2 ; vua_2,MULT-RED-bear.fruit/nut,,,va-vua-vua,
vavuvuana,tio,vavuvuana,vi,vua_1,MULT-RED-fruit-DEREL,,,va-vu-vua-na,vavuvuan
LX000065,tio,va'ana'ana,vi,ana_2,MULT-RED-root,,,va-ana-ana,vaanaana
ve_1,tio,ve,particle,,,,,,
ve_2,tio,ve,clitic constr,,IMM=3SG.Pron,tam = pron,,v=e,
veana,tio,veana,vt,,,,,,
veava,tio,veava,n2,pasuhupi,,,,,
veavea,tio,veavea,vi,veavea_ni,,,,,
veavea_ni,tio,veavea ni,vt.constr,goroho_vaveavea_ni ; kiu_vaveavea_ni ; veavea,exhausted APPL,vi - appl,,veavea ni,
vedoro,tio,vedoro,n3,are_2,,,,,
vee_1,tio,vee,particle,pahi ; ve_1,,,,,
vee_2,tio,vee,clitic constr,u_2,IMM=3SG.PRON,tam = pron,,v=ee,
veenoo,tio,veenoo,n3,giroasi ; kosi_1 ; rahirahi_3,,,,,
veesi,tio,veesi,vi/vt,vaveveesi,,,,,vees
veeveo_1,tio,veeveo,n3,,,,,,
veeveo_2,tio,veeveo,n2,veoveo,,,,,
vehu_1,tio,vehu,n3,vavehuvehu,,,,,
vehu_2,tio,vehu,vt,,,,,,
vehu_3,tio,vehu,n2,,,,,,
ven_1,tio,ven,clitic constr,,IMM=DEM3,tam = adv,,v=en,
ven_2,tio,ven,clitic constr,paku_voen,like=DEM3,prep = adv,,v=en,voen
ven_3,tio,ven,clitic constr,von_3,GOAL=DEM3,prep = adv,,vo=en,
venei_1,tio,venei,clitic constr,enei ; vo_1,GOAL =here,prep = adv,,vo=enei,
venei_2,tio,venei,clitic constr,vo_2,like=here,prep = adv,,vo=enei,
venevene,tio,venevene,vi,,,,,,
venuta,tio,venuta,vi,govee ; katoo ; piipipi ; vahuusu,,,,,
veo_goroto,tio,veo goroto,vi.constr,goroto,catch turtle,vt - n,,veo goroto,
veoveo,tio,veoveo,n2,veeveo_2,,,,,veeveo
veraha,tio,veraha,vt,,,,,,
veraka_1,tio,veraka,n2,bakubaku ; ramerame_suvahi,,,,,
veraka_2,tio,veraka,n2,baneo_2,,,,,
veresun,tio,veresun,n3,vateen_1,,,,,
verete,tio,verete,vt,taverete,,,,,
verete_koara,tio,verete koara,vi.constr,koara_3,turn.over language,vt - n,,verete koara,
LX000066,tio,verete me/mi,vd.constr,,turn.over with,vt - prep,,verete me/mi,
verete_vo,tio,verete vo,vt.constr,,turn.over GOAL,vt - prep,,verete vo,
vereverete,tio,vereverete,vt,,RED-turn.over,,,vere-verete,
vereverete_sue,tio,vereverete sue,vi.constr,verete,RED-turn.over say,vt - n,,vere-verete_sue,
veve,tio,veve,n3,,,,,,
veve_usu,tio,veve usu,vi.constr,,search louse,vt - n,,veve usu,
veve_usu_ki,tio,veve usu ki,vt.constr,,search lice DAT,vt - n - prep,,veve usu ki,
veveo_1,tio,veveo,n3,hake ; kihi ; pihae ; veeveo_1,,,,,veeveo
veveo_2,tio,veveo,vd,hake ; veveo_1,,,,,
viagi,tio,viagi,n3,,,,,,
viagoo,tio,viagoo,n3,,,,,,
viakono,tio,viakono,n3,sun_vaa_teo_naono,,,,,
viana,tio,viana,vi/vt,taviana,,,,,
vigisi,tio,vigisi,vi,manini_2,,,,,vigis
vigo,tio,vigo,vt,kara_korisi,,,,,
vigo_ni,tio,vigo ni,vt.constr,atoa,spiral.around.something APPL,vt - appl,,vigo ni,
vigogiri,tio,vigogiri,n2,karebahu ; kuruu,,,,,
vigu,tio,vigu,vt/vd,inu,,,,,
vigu_inu_ni,tio,vigu inu ni,vt.constr,atovo_1 ; kosiai,build house APPL,vt - n - appl,,vigu inu ni,
vigu_ni,tio,vigu ni,vt.constr,vigu,build APPL,vt - appl,,vigu ni,
viguvigu,tio,viguvigu,vt/vd,vigu,RED-build,,,vigu-vigu,
viguvigu_inu_ni,tio,viguvigu inu ni,vt.constr,kuiraa,RED-build house APPL,vt - n - appl,,vigu-vigu inu ni,
vihau,tio,vihau,vt,antee_1,,,,,
vihi,tio,vihi,n2/n3,haopi ; havanao,,,,,
vihiasi,tio,vihiasi,n2,,,,,,
vihii,tio,vihii,vi,hovu_1 ; iobo ; kurinaa,,,,,
vihira,tio,vihira,adj,,,,,,
vihivihii,tio,vihivihii,n3,vihii,RED-sting,,,vihi-vihii,
vihoko,tio,vihoko,n2,iku_gunaha ; subaaka,,,,,
vihu,tio,vihu,vt,vihuvihu ; viivihu,,,,,
vihu_hena,tio,vihu hena,n2.constr,,remove name,vt -n,,vihu hena,
vihu_kahi,tio,vihu kahi,vt/vd.constr,,remove from,vt - prep,,vihu kahi,
vihuvihu,tio,vihuvihu,vt,vihu,RED-remove,,,vihu-vihu,
vii_vatopo_ni,tio,vii vatopo ni,vt.constr,ona_vavuhu_ni ; tahi_vavuhu_ni ; vii_vavuhu,stab CAUS-stick APPL,vt - vt - appl,,vii va-topo ni,
vii_vavuhu,tio,vii vavuhu,vt,,stab ADVR-dig.into.the.ground,,,vii va-vuhu,
viibuhu_1,tio,viibuhu,vi,,,,,,
viibuhu_2,tio,viibuhu,n3,,,,,,
viinagana,tio,viinagana,n3,vinagana,,,,,vinagana
viipana,tio,viipana,n2,puara ; vakunakuna ; vapepeana_1,,,,,
viipeha,tio,viipeha,n2,anahuna ; kamisi_komana,,,,,
viipiri,tio,viipiri,n2,,,,,,
viivihu,tio,viivihu,vt,vihu ; vihuvihu,RED-remove,,,vii-vihu,
viivin,tio,viivin,vt,vinvin,RED-weave,,,vii-vin,vinvin
viivira,tio,viivira,adv,viravira ; vira_2,RED-plenty,,,vii-vira,
viki,tio,viki,vi/vt,kukusu,,,,,
viki_hiava_ni,tio,viki hiava ni,vt.constr,,fling go.up APPL,vt - vi - appl,,viki hiava ni,
viki_ni,tio,viki ni,vt.constr,nasi,shake APPL,vt - appl,,viki ni,
vikiviki_ni,tio,vikiviki ni,vt.constr,viki,RED-shake APPL,vt - appl,,viki-viki ni,
vin,tio,vin,vt,bonaa_hoohoo ; bonaa_vabibiinoo,,,,,
vin_hoi_ni,tio,vin hoi ni,vt.constr,hoi_1 ; vin,plait basket APPL,vt - n - appl,,vin hoi ni,
vin_maata,tio,vin maata,vt.constr,rigunu ; vin,,vt - n,,,
vin_ni,tio,vin ni,vt.constr,vin ; vonaha,weave APPL,vt - appl,,vin ni,
vin_vonaha_ni,tio,vin vonaha ni,vt.constr,karaa ; vonaha,weave mat APPL,vt - n - appl,,vin vonaha ni,
vinagana,tio,vinagana,n3,nava_2 ; viinagana,,,,,viinagana
vinaoko,tio,vinaoko,n2,,,,,,
vinu,tio,vinu,n3,dorana,,,,,
vinugu,tio,vinugu,vt,huha_1 ; hupihupi ; kanono,,,,,
vinvin,tio,vinvin,vt,vin,RED-weave,,,vin-vin,
vioga,tio,vioga,n3,,,,,,
vira_1,tio,vira,adv,vira_2,,,,,
vira_2,tio,vira,adv,viravira,,,,,
vira_ni,tio,vira ni,vt.constr,ona_1,drop APPL,vt - appl,,vira ni,
viravira,tio,viravira,adv,vira_2,RED-plenty,,,vira-vira,
viru,tio,viru,vt,hihiana,,,,,
viru_ni,tio,viru ni,vt.constr,hihiana ; kanono,twist APPL,vt - appl,,viru ni,
visi,tio,visi,vt,,,,,,
visivisi,tio,visivisi,vt,noho_visi ; visi,RED-play.tune,,,visi-visi,
visoasi_1,tio,visoasi,n2,maahura ; vavisovisoasi ; visovisoasi,,,,,visoas
visoasi_2,tio,visoasi,adj,kakuavana,,,,,visoas
visovisoasi,tio,visovisoasi,n2,kan_1 ; visoasi_1,"RED-young,boy",,,viso-visoasi,
vito,tio,vito,n3,,,,,,
vitoon,tio,vitoon,n3,voi_1,,,,,viton
vivi,tio,vivi,n3,papaerii,,,,,
viviana,tio,viviana,vt,mosi_1,RED-select,,,vi-viana,
vivihii,tio,vivihii,n3,kamisinae ; vihii,RED-sting,,,vi-vihii,
vo_1,tio,vo,prep,venei_1 ; vonae,GOAL,,,vo,
vo_2,tio,vo,prep,sau_2 ; venei_2 ; vo_teebona_2 ; voen_2 ; voen_3,like,,,vo,
vo_naen,tio,vo naen,clitic constr,vonaen_3,like 3SG.IPFV=DEM3,prep tam = adv,,vo na=en,vonaen
vo_sau_1,tio,vo sau,prep.constr,sau_1 ; vo_1,GOAL where,prep - adv,,vo sau,
vo_sau_2,tio,vo sau,prep.constr,havee_to_paa_paku_vo ; vosau_2,like what,prep - adv,,vo sau,
vo_teebona_1,tio,vo teebona,prep.constr,teebona ; vo_1,GOAL PREP.ANA,prep - adv,,vo teebona,
vo_teebona_2,tio,vo teebona,prep.constr,teebona ; vo_2,like PREP.ANA,prep - adv,,vo teebona,
voam_1,tio,voam,clitic constr,vo_1,GOAL=2PL.PRON,prep = pron,,vo=am,
voata,tio,voata,n3,,,,,,
voea,tio,voea,n2,kakasuana ; vaahana,,,,,
voen_1,tio,voen,clitic constr,en,GOAL=DEM3,prep = adv,,vo=en,
voen_2,tio,voen,clitic constr,en ; vo_2,like=DEM3,prep = adv,,vo=en,
voen_3,tio,voen,clitic constr,baitono ; kona_1 ; natanata_voen ; tara_1 ; toku ; LX000067,like=DEM3,prep = adv,,vo=en,
voen_4,tio,voen,clitic constr,boha_voen ; sue_1,like=DEM3,prep = adv,,vo=en,
vohe,tio,vohe,n2,hua,,,,,
vohu,tio,vohu,n2,kara_kuriri ; voovohu,,,,,
vohu_ni,tio,vohu ni,vt.constr,vohu ; voovohu,wear APPL,n - appl,,vohu ni,
voi_1,tio,voi,n2,abe ; kasi_1 ; vitoon,,,,,
voi_2,tio,voi,dem,vai_1 ; vaoi,DEM7,,,voi,
vomaen_1,tio,vomaen,clitic constr,en ; maa_1 ; vo_1,GOAL=hither=DEM3,prep = adv = dem,,vo-maa-en,
vomaen_2,tio,vomaen,clitic constr,en ; maa_1 ; vo_2,like=hither=DEM3,prep = adv = dem,,vo=maa=en,
von_1,tio,von,vt/vd,vaavon_ni ; vavaavon_ni ; vavonvon_1,,,,,voni
von_2,tio,von,n2,bon_gono_von ; vonvon,,,,,
von_3,tio,von,clitic constr,,GOAL.there,prep = adv,,von,
von_ki,tio,von ki,vd.constr,von_2,pay DAT,vt - prep,,von ki,
von_ni,tio,von ni,vt.constr,von_1,buy APPL,vt - appl,,von ni,
von_sikuuru,tio,von sikuuru,n2.constr,von_2,payment school,n - n,,von sikuuru,
vona_1,tio,vona,clitic constr,vo_1,GOAL=3SG.IPFV,prep = tam,,vo=na,
vona_2,tio,vona,clitic constr,,like=3SG.IPFV,prep = tam,,vo=na,
vonae,tio,vonae,clitic constr,vo_1,GOAL=3SG.IPFV=3SG.PRON,prep = tam = pron,,vo=na=e,
vonaen_1,tio,vonaen,clitic constr,voen_1,GOAL=3SG.IPFV=DEM3,prep = tam = adv,,vo=na=en,
vonaen_2,tio,vonaen,clitic constr,paku_voen ; voen_2,like=3SG.IPFV=DEM3,prep = tam = adv,,vo=na=en,
vonaen_3,tio,vonaen,clitic constr,vo_naen ; voen_3 ; voen_4,like=3SG.IPFV=DEM3,prep = tam = adv,,vo=na=en,vo naen
vonaha,tio,vonaha,n3,maata ; oroorovi_1 ; vin,,,,,
vonai,tio,vonai,clitic constr,vo_2,like=3SG.IPFV=DEM1,prep = tam = dem,,vo=na=i,
voni_1,tio,voni,vt/vd,von_1,,,,,von
voni_2,tio,voni,vt,,,,,,
voni_3,tio,voni,n2,von_2,,,,,
vonihi_ni,tio,vonihi ni,vt.constr,,deny APPL,vi - appl,,vonihi ni,voonihi ni
vonoi,tio,vonoi,clitic constr,vo_1,GOAL=over there,prep = adv,,vo=onoi,
vonomen,tio,vonomen,clitic constr,voen_3,like=IPFV=DEM3,prep = tam = adv,,vo=nom=en,
vonvon,tio,vonvon,vt,von_2 ; voni_2,RED-pay,,,von-von,
vonvon_ni,tio,vonvon ni,vt.constr,,RED-pay APPL,vt - appl,,von-von ni,
voon,tio,voon,adj,tamuana_2,,,,,
voonihi,tio,voonihi,vi,,,,,,vonihi
voora,tio,voora,n2,vahiava_1,,,,,
voori,tio,voori,dem,papana_2 ; vori_2,DEM6.PL,,,voori,vori
voosu,tio,voosu,vi,hua_voosu,,,,,
voosu_rova_maa,tio,voosu rova maa,vi.constr,ihuana ; maa_1 ; rova_1,go.home absent hither,vi - vi - adv,,voosu rova maa,
voosu_vaan,tio,voosu vaan,vi.constr,hua_voosu ; nao_mohina ; nao_rasuu ; nao_tahii,go.home village,vi - n,,voosu vaan,
